x1,x2,x3,x4
-0.7697204690159849,-0.49465708386997176,-9.810618972489422,-8.235626054068586
0.6588381744973879,0.3503028437444642,-9.555896271827182,-7.515155000232106
5.374550525389486,8.158084956992486,-1.7755597067455384,7.580439932973702
3.7391300153680556,6.457729317919036,-4.16914732029195,7.030195097025855
5.441744834301029,-6.7920523780453586,0.8537732035525795,-4.322774321977434
1.83771956512685,1.588034943628344,-8.967087967706126,-8.7760089180111
4.871844234706521,7.928890522281334,-4.252788738887468,7.624665748244428
-0.9076417074176708,0.6149237766275626,-8.676394037155195,-7.341607519468196
2.278781110922351,7.938412693954371,-2.508868561621033,8.12944447387007
3.038595934329328,7.346379487163771,-4.149993981745738,7.709592584711283
4.0922235322721825,7.487490628375022,-3.399173170890221,9.067150005544425
3.2159962254592185,6.481004978816892,-3.9993330174666237,7.550937275394228
4.179529667709716,-7.419160519045783,2.3374665229002733,-2.0547591160030807
1.0569962861843685,0.550260468296404,-9.124883958928326,-6.326389261657447
3.828044778765257,-5.494677507256703,-0.5128143326535575,-3.67158709100766
4.73029175828148,-5.073657384932454,0.6124094934950655,-2.578775861190082
4.837709304270132,5.75971564426454,-5.151667500657306,7.863385284548774
1.1192795306838228,6.015743313704478,-3.516572948557215,8.150836439332307
4.882947426564289,-6.010414862818091,0.5495616472807693,-4.1181390239902
3.0190734063327107,5.708477414440155,-4.433768611891388,7.537311877995739
0.5649681844622604,1.6141322063699757,-9.102670730168331,-5.89508168850829
5.597676391488255,5.9800784689655435,-3.502524427117587,7.893156560529909
5.0435761973131426,6.116826833509544,-4.552685587094421,8.495567247085196
5.076921106195199,-6.562327475873012,1.7361789520373332,-3.0321422825795223
2.3236889068278543,7.206528589734684,-4.819380231004434,7.387853688984289
-0.42735278596163484,1.0669332338442508,-9.283488699113938,-7.049014914539035
6.208921644077709,7.67699613539748,-3.3762800708397815,7.983717994645883
1.122101060517113,2.773063714909467,-8.658545431113039,-6.275350248965328
0.5150970758131179,0.6805065898199146,-10.81343556855393,-5.087071379414489
