x,y,A,G
0.24942979548942845,1.226547995271172,2,1
-1.0492820767967994,-1.1007373147070991,2,1
-0.14752462411835532,-0.6794380884536071,2,1
1.0531266479069585,-0.47529832762627844,2,1
1.2427444686070248,-1.0605182096640058,2,1
-0.2087737182872546,-0.16138024932347542,2,1
-0.023211984004538753,0.8558119722592109,2,1
1.0286586126417299,-1.7120631220182663,2,1
0.20179073263757807,-0.30262397797672064,2,1
1.6514684521837086,-0.29006714217752594,2,1
-0.8777219687888349,-0.5067155211411157,2,1
1.7783780349587697,0.6797645485868024,2,1
0.5809899545970929,1.3208840959319041,2,1
-1.0998210298421232,0.06408049042105446,2,1
0.7489627838983623,2.4977987710802836,2,1
0.37629197586278323,-2.494310523181231,2,1
-0.7487938598458567,0.6088176897692468,2,1
0.3109635824788561,-0.2729530809161749,2,1
1.7412270883742664,0.4187845078230151,2,1
0.4659624010917316,1.0007739704407608,2,1
-0.02261940405272593,-0.531563187746886,2,1
-1.023785980973157,0.16370372350539403,2,1
-0.13481142673155797,0.054076985650508155,2,1
2.2710605637321217,0.42823054970482755,2,1
-0.302354347084229,1.3661373764242244,2,1
0.9456737633372334,0.6618953261633975,2,1
-0.7152496855749764,1.4741292276416407,2,1
-0.37468810007524905,0.6572715405759193,2,1
-0.5388097636933167,-2.292802871278225,2,1
-0.8441742802197529,-0.02870102416516701,2,1
-0.2744326923544694,0.14337116168759076,2,1
0.29606972899439116,0.9358026279045499,2,1
0.21283594150134102,-1.2986745416240226,2,1
0.16517177393217794,-0.9690686964209063,2,1
-0.8105540425513743,-0.29030753828892997,2,1
-1.6622876198358587,0.49778116318634724,2,1
0.4588672449031511,-0.7342192497988094,2,1
1.1108191638789093,2.040065969945617,2,1
1.2949386787967454,2.8352916551577243,2,2
-0.7491137966332377,-1.3835423603623576,2,2
-1.156227525474244,-2.135928774017288,2,2
-0.26728912954574247,0.15580323552659184,2,2
0.18485426369759972,1.8923807939596133,2,2
0.45037623822512657,2.191088323302714,2,2
-1.7056533262282134,-2.0330457401845257,2,2
-1.484271276114937,-1.5250174899361022,2,2
0.852244104449027,0.3798876595196534,2,2
-0.06961860090159167,0.6292856402748576,2,2
1.2197545240931351,2.066073868640276,2,2
0.25289387739108066,1.9232774859268709,2,2
2.2148866263867633,2.6912147736200898,2,2
1.6740031142489427,2.516221049205312,2,2
-0.5518356833924037,0.3075169723125772,2,2
1.5770667245862438,3.010121016881152,2,2
0.7803505315696603,0.663613609793316,2,2
0.6726391157186156,0.3226072182728501,2,2
-2.056045288394338,-2.4331035472753184,2,2
0.5205884815229853,0.1835360321702374,2,2
0.13891692877657688,-1.042820851838657,2,2
-0.7179776251552341,0.2523756833959414,2,2
0.011044348349754827,-0.6416720327603836,2,2
-0.6651109480187225,-0.6342922049358873,2,2
-0.9073837481388906,-0.4700169794440656,2,2
-0.1703001391489863,2.5509072896616067,2,2
0.9360782154407453,2.1533144694588664,2,2
0.9892603369755125,2.078794459020956,2,2
-0.3217412018552759,-1.309522754898696,2,2
1.5229668955028088,2.039076205343905,2,2
1.466421073768009,1.244259654477315,2,2
0.20787415015882685,2.512604426581818,2,2
1.8511623760095999,1.0220199635753136,2,2
2.059048280867909,2.3846764375598006,2,2
0.07329827736313983,1.0493797350504286,2,2
-0.4125712474000621,-0.08336243796955183,2,2
-1.20997004763277,-1.0638202638565408,2,2
0.06227440194933244,1.010055233834534,2,2
0.5790313500867748,0.469477921840022,2,2
0.5658949350686538,0.46730671561168124,2,3
-1.6583135626274814,1.5163134802931333,2,3
-0.33790551384457246,0.44820113673294304,2,3
-1.543119678301135,0.039128308882035084,2,3
1.8923090866652799,0.705974553794923,2,3
1.151781890069658,1.3475754461759184,2,3
0.7408713130232725,1.4013462337871834,2,3
0.46737903561704075,0.9347257929552403,2,3
-0.8382929268351416,-1.5267033872871558,2,3
-0.9461709349689048,0.19355616426517008,2,3
-0.8374044315425452,0.9271981018586583,2,3
1.2496638480994333,1.6625640628139036,2,3
1.6065461356297948,1.9056359218845667,2,3
0.3145699160376527,0.9749954652624124,2,3
0.28539136297791023,0.19829903429837636,2,3
-0.41699133677190686,1.022029860591299,2,3
-1.1835176000718033,0.5830033705116696,2,3
-0.34563748877045714,-0.16347867765044555,2,3
-0.29833225294701543,1.7511435984630448,2,3
-0.3413109564918982,1.3984733805011844,2,3
0.7732567667827369,3.2420494874909687,2,3
2.9363462201845034,3.440403120034875,2,3
-0.2268775481242414,1.6180115798142931,2,3
-0.36570621916419727,1.6023744108153721,2,3
-0.7264159569847067,1.5578659782786604,2,3
-0.47253424907701136,-0.5786482413712676,2,3
-0.4428692522666984,-0.25108136634215017,2,3
-0.15715112052384633,1.0859205193336883,2,3
0.796858237646088,0.7766312971084506,2,3
0.17495763536725628,1.820910856632859,2,3
0.4803799103143916,1.4963900385203535,2,3
-0.25218255642452775,-0.5873001097071924,2,3
-2.6984714644197787,-0.6170505802321561,2,3
-0.12321332425212914,0.3912392478765845,2,3
-0.35961083379930114,-2.034816356624248,2,3
-0.789737634975163,0.2431887684271289,1,4
-1.133397111470067,0.24776310918012126,1,4
-1.3006141392930137,0.0015828245359336135,1,4
0.8194571835059407,-0.04882127390576296,1,4
-0.5532820302625258,0.15520661476885456,1,4
-2.14843261663604,0.6559291593023626,1,4
2.1695076264274644,-1.2562404533041378,1,4
-0.01943978262358198,-0.15136176850416339,1,4
-0.3437128794891812,0.11138767871619146,1,4
-0.28610931132183876,0.20454683006511432,1,4
-1.3686119401835786,0.4380264210262622,1,4
0.10966973192258289,0.17450672316681226,1,4
0.3068512834374253,-0.26081861612636154,1,4
-0.034168537873781116,0.1405180545856279,1,4
-1.5187759462606936,0.10002453143424861,1,4
-0.9849349915191719,-3.71234289051387,2,5
0.8171759778016238,2.267496206386782,2,5
0.7279838509627088,2.1642751769988027,2,5
0.4474851375541422,-0.22526410839967337,2,5
-0.4698675236136706,-0.20435495360641687,2,5
-0.11677796350534321,-0.18939407873113112,2,5
-1.4238682757886014,-5.156107958352491,2,5
-0.10457632360099901,0.10499546724318631,2,5
-0.0792575959947226,-0.7940268077669889,2,5
-0.05714388664068901,0.5563032403698578,2,5
-0.036013570239612984,0.3625749514406994,2,5
-2.2342411161633784,-7.4171098603395205,2,5
1.0812006217822043,3.2156152387760906,2,5
-1.8424224192161307,-5.859463419820562,2,5
1.9427103392055185,5.649339723203756,2,5
0.12851204563182336,-1.0381935223486547,2,5
-0.9977170961733085,-1.8459553265838125,2,5
-0.02932435660016745,-0.3956670581079514,2,5
1.362883751087369,4.358338433016028,2,5
0.7104256545476118,2.1686890878007197,2,5
0.19703784868821972,-1.7180019805743445,2,5
-0.8451785475277322,-2.8326232826131816,2,5
0.09541626423449663,-1.4206362287131216,2,5
-2.119351724978332,-7.737557329133299,2,5
0.5112272817454612,3.0176285050224,2,5
0.5920039475341697,2.8942627659437736,2,5
0.3884097596065264,0.4455572824833877,2,5
1.5714285440168312,5.9849052800060445,2,5
-1.458191531465201,-7.0245382480038545,2,5
-0.5454567955921378,-0.9798615088727365,2,5
0.5701041724883358,-0.15762906660760145,2,5
1.731839627430597,4.413815325431642,2,5
2.4275924447326216,7.8750709122879785,2,5
-1.1813784052282201,-4.793805674432742,2,5
0.047933295140422105,0.10574261305730592,2,5
-0.5443774993525747,-3.055079691123346,2,5
-0.1282024699741462,-1.729476134388701,2,5
1.0450473883648954,4.064807286499914,2,5
0.05567743076884968,-1.4911551497088198,2,5
0.41444158625287303,1.7219944353782224,2,5
0.3826255389855115,-1.104267313470057,2,5
0.13877567355470205,-0.18035218236114442,2,5
-1.135690261657963,-3.2765048564716452,2,5
0.4817873225681052,-0.08718555241414494,2,5
-0.7856880793689359,-3.4944140310942386,2,5
-0.11995508474263789,0.0956720471860421,1,6
-0.18690332805840237,-0.03946789595324776,1,6
0.9602462368031348,2.580232713979092,1,6
-0.4931860237492902,-0.9801045327865733,1,6
0.3181073676242,1.2258091563673776,1,6
0.4907678936849421,1.5068616545835656,1,6
0.08138508620298517,0.2804142756840164,1,6
-0.9401347211375747,-1.5572659544564496,1,6
0.41642967356736693,1.6651197758236878,1,6
1.5577432458493117,4.037419516549769,1,6
-0.2574963277672791,-0.2589291540051127,1,6
0.7467426284614035,1.7136136390912156,1,6
-0.3649517690478385,-0.7480357372171363,1,6
-0.6231772803204884,-1.2108900354246128,1,6
-1.5485281250939564,-3.2340561888842614,1,6
-1.1162122321649097,-1.309029991005279,1,7
1.327433212523081,0.6710054910774843,1,7
0.15243697803308914,-0.1042573173354562,1,7
-0.9189699514873447,-1.128513881257052,1,7
-1.1247083082429297,-1.4209139653893244,1,7
1.8141892450791597,1.2955797447265747,1,7
-0.6908658412309385,-0.6364402235837512,1,7
0.3364147187292192,-0.06505059450675293,1,7
-0.2691371671563553,-0.13461802300917292,1,7
0.8581487520777663,0.07674742592181194,1,7
-1.9331181345197308,-2.0755778617463934,1,7
-1.732212151742839,-2.0970078835588413,1,7
0.6759408137539498,0.25460020882547585,1,7
-0.791479674146641,-1.230745226780249,1,7
1.406502457219036,1.081323823684604,1,7
-0.4977706694296471,-0.5969278462267813,1,7
1.7365261157789644,1.1547896256393466,1,7
-1.8713087502099004,-1.9074843095961929,1,7
0.6205973345714955,0.32393433742318933,1,7
1.5225909171797796,0.6822027991066464,1,7
-1.6879036677165116,-1.446168493971507,1,7
-0.44031673864226684,-0.6241869928820136,1,7
0.6418121878410096,0.015281414078952449,1,7
-1.006927358370083,-1.112640968351252,1,7
-0.06943285956660812,-0.20979937514019073,1,7
-1.1574304575938676,-2.7598149036312885,1,8
2.8963879924932074,5.6310289309427475,1,8
-1.0803550577951764,-3.2069636254596983,1,8
