x1,x2,y
1.5922148790539954,-0.21195152817376786,0.09457650474949755
0.20705130353582593,-0.4423074804164583,-0.1412644842987392
0.24100702556883735,-1.6883091040871467,0.1831046488449134
-1.3250326383712505,1.4971521326570352,-3.340763824738784
1.376068533517821,1.2593419324961217,3.5464705569726807
0.11830390874446474,0.5430673125892328,-0.21305599916607557
-1.0046440073453402,-0.7374497608057644,1.51394325153533
1.64044289897113,-0.9635575219980244,-1.9030240846495152
-1.032902137543808,-0.31230895435631584,0.30225637800023414
-0.8069370250348482,-0.3677737567887338,0.4819724054764387
1.1381233853435946,1.0326900207258138,3.2216096572286888
0.45380107490960336,-1.8108723540398266,-1.73605923816716
-1.2616204851084871,0.5069380280762321,-1.77852238088411
0.3617444748464311,-0.45763576075259804,-0.9759207723421564
-0.3867142847612122,0.1139686938010276,-0.38880979714009906
-0.40222595887435325,-0.34708399800356676,0.22407303335461745
-0.3815472442045844,-2.23014905370784,2.4778633577226312
1.403226537105008,-0.1935091742933119,1.3870267336093522
-0.4784792470602953,-0.28997807213566235,0.2604181671505803
-0.10654235719620282,0.28179870825352044,-0.022149247183171662
-0.17994718300429838,-0.634197938073663,0.0014163030895603113
-1.2805895341578664,0.38434310171180397,-0.8054227122442339
0.28344049871142823,0.14627259992494604,-0.018330835234540932
-1.055519802243798,1.6951538505073802,-3.3763163009376296
-1.5722305046874638,0.3730987074489994,-1.3694548708652823
