ID,Batch,s_id,x1,x2,x3,x4
B001-M02-S001,1,1,50.21359553175651,100.05375446173396,22.02783539865921,13.839467223494708
B001-M02-S002,1,2,49.81123239844036,101.1614089865765,22.436838840710227,13.878906720942247
B001-M02-S003,1,3,48.968141992948915,106.18402962537407,22.414990275318697,13.847003144060906
B001-M02-S004,1,4,50.47713289789812,107.94981603424526,21.90971964335514,14.193081199602032
B001-M02-S005,1,5,50.18850101022427,102.88254905328031,22.306728193570482,13.69352906300545
B001-M02-S006,1,6,49.25027563046187,101.96164288998295,22.54764916357661,13.572845256694878
B001-M02-S007,1,7,49.707905869227595,106.04562473388195,21.513560237733486,13.8090292382668
B001-M02-S008,1,8,49.753956321679915,104.77594453955155,22.505559812267087,13.632067524300497
B001-M02-S009,1,9,49.843895790603284,98.26247067749237,21.550856144738553,13.709231710139525
B001-M02-S010,1,10,50.434826226595746,104.05558144940598,22.178096560221,13.841502602401574
B001-M02-S011,1,11,49.782361554966236,106.14972430205918,22.47357092943047,13.920476371031146
B001-M02-S012,1,12,49.084729829782624,103.74476348731488,21.819114461852184,13.263419540684268
B001-M02-S013,1,13,49.22597459427111,101.85343183177051,21.880360637504943,13.746554450449993
B001-M02-S014,1,14,50.25940546432064,103.9956131211144,22.016692444288484,13.869454988351652
B001-M02-S015,1,15,50.03742185737162,106.49886556677468,22.510695238757688,13.444739142352462
B001-M02-S016,1,16,49.447441825382995,104.79849052362914,22.013789654112056,14.328793761961407
B001-M02-S017,1,17,49.79300231184745,106.16556000538671,21.81048183734713,13.979877132874659
B001-M02-S018,1,18,50.30666310808632,100.51851680732916,21.77273184990267,13.678862141669311
B001-M02-S019,1,19,49.357096665445205,102.88036951420479,22.74230075939976,13.696906830743673
B001-M02-S020,1,20,49.78426836093134,103.90670470168124,22.601433501966156,14.002771334381245
B001-M02-S021,1,21,48.40109070282965,103.723433701034,22.222515517472996,13.593548587258635
B001-M02-S022,1,22,49.528934967838936,104.83210293543146,22.228507912147382,13.618837041231819
