ID,Batch,s_id,x1,x2,x3,x4
B001-M03-S001,1,1,49.31714233725843,103.7938030082321,21.848400205810773,13.539224445854204
B001-M03-S002,1,2,49.98352328033594,106.26681720039576,22.53039323413419,13.741063541493968
B001-M03-S003,1,3,48.76270172553043,98.8646318197742,22.462081052686784,13.818300394580268
B001-M03-S004,1,4,50.009580108766826,104.68949767452833,22.36985005249774,13.8491266399453
B001-M03-S005,1,5,48.89235787851107,102.97460012426939,22.65794065603821,13.795078322496687
B001-M03-S006,1,6,49.7267881853881,103.8187465531658,22.723129276074204,14.048075699264839
B001-M03-S007,1,7,49.73252525480376,104.22555595300396,22.028859350684645,13.66530237364863
B001-M03-S008,1,8,49.522602229580016,103.80591234448447,22.276863295187173,13.523169894245472
B001-M03-S009,1,9,50.345837009275066,106.61860998120932,22.2699462262646,13.664047330512998
B001-M03-S010,1,10,49.36742146337028,105.03163898072141,22.02729498774677,13.543695562688239
B001-M03-S011,1,11,50.21239903037502,104.38512855506343,22.496431195676113,13.985682365569922
B001-M03-S012,1,12,48.70406367536036,99.96863772517166,22.620262190608372,14.079173151542495
B001-M03-S013,1,13,49.550976755533355,104.55818594930997,22.312358952511534,13.593980602545383
B001-M03-S014,1,14,48.85310611164085,99.0218999846949,22.331050809659395,13.870104337103633
B001-M03-S015,1,15,49.856897679228034,104.46170501528046,22.58244147606355,13.913495645868629
B001-M03-S016,1,16,49.83571580760175,103.93302098836084,22.216996555291097,13.76304229496634
B001-M03-S017,1,17,49.61082371035433,102.99934110820574,22.400182916818437,13.75303655549336
B001-M03-S018,1,18,49.912456480903316,107.26870938181406,22.45933226500168,13.853276005966155
B001-M03-S019,1,19,49.524418194849346,104.46585142991078,22.058050295517905,13.686882524560394
B001-M03-S020,1,20,49.57104013499082,105.17026523403726,21.80987710129997,13.622034114542432
B001-M03-S021,1,21,49.60475822326466,104.8744691947103,22.053195148585043,13.69415633330665
B001-M03-S022,1,22,50.20450108078593,102.34314845499549,22.176402415535346,13.528840178604444
B001-M03-S023,1,23,48.849612919339656,102.40790046164739,22.162728492327297,13.742707124354556
B001-M03-S024,1,24,50.183760955475805,103.25753223362193,22.71747088487107,13.810226879453669
B001-M03-S025,1,25,48.88237393000607,102.95783513324689,22.318061754183073,13.731397274875764
B001-M03-S026,1,26,49.628096774700275,103.76075570217677,22.213500008128875,13.880263987810208
B001-M03-S027,1,27,49.267208447738014,103.74322439197563,22.101492945808303,13.6609259235472
B001-M03-S028,1,28,49.396041119305494,105.76857284935814,22.765824975059207,14.130462963283577
B001-M03-S029,1,29,49.93268873021975,102.82010921495063,22.39706777773176,13.647826964893234
B001-M03-S030,1,30,49.79581851973171,103.93889797451261,22.876703798524098,13.97739219152267
B001-M03-S031,1,31,49.59522039796509,101.88770216092414,22.169089246366045,13.642268210121905
B001-M03-S032,1,32,49.5347392764153,104.17971010232121,22.270198600057782,13.52959663409793
B001-M03-S033,1,33,50.74341269501722,105.66325265144734,22.19769654475914,13.516831031850385
B001-M03-S034,1,34,50.11411978849417,106.78473467381613,22.23253682226338,13.895030115725882
B001-M03-S035,1,35,49.27236901081395,103.38893262837612,22.218628524667015,13.74986539185417
B001-M03-S036,1,36,49.62216120727314,101.89700767029996,22.353114771925092,13.799101738594072
B001-M03-S037,1,37,50.71904117633891,106.3878403191351,22.434681627389505,13.980280527140753
B001-M03-S038,1,38,48.70151101106122,99.48821856586463,22.463401556063836,13.896332804623722
B001-M03-S039,1,39,49.472388770786985,101.47340657563747,22.168770177060168,13.838659552289258
B001-M03-S040,1,40,48.85014403334009,100.65653954933306,22.440495191908905,14.00434727973238
B001-M03-S041,1,41,49.77276446016097,103.9374812405855,22.061045461424452,13.596349963333457
B001-M03-S042,1,42,49.75423526367459,104.5345343692116,22.16819522291108,13.675767511794716
B001-M03-S043,1,43,49.20029282837653,103.44365342307587,22.682028162275415,13.71873338477559
B001-M03-S044,1,44,50.030420480201585,106.43250740841307,22.452559089836992,13.8878626381734
B001-M03-S045,1,45,49.68115227637092,103.8333410542299,22.577525434475138,13.896623943731342
B001-M03-S046,1,46,49.407809208750756,103.65012295714024,22.102601855925375,13.631127031417579
B001-M03-S047,1,47,49.60067213115727,103.31588147851404,21.95022424632491,13.67065483998421
B001-M03-S048,1,48,50.565880069451445,106.14230173146031,22.163714522116607,13.545768807696522
B001-M03-S049,1,49,49.89146345332287,103.64251219363732,21.996133844010448,13.598377177030333
B001-M03-S050,1,50,51.377814270641785,108.88701900364686,22.201913407713015,13.640998992951682
B001-M03-S051,1,51,48.84064448174258,100.75136060280185,21.812379226621736,13.628265774800395
B001-M03-S052,1,52,50.26315666266808,106.05409239085438,21.8164086482273,13.575142572579596
B001-M03-S053,1,53,49.88563081444686,103.6959357721144,22.057254262334016,13.660320085802372
B001-M03-S054,1,54,48.132328992380906,100.28908588617765,21.86907505426851,13.5717770819835
B001-M03-S055,1,55,50.243435106581074,107.7025818387107,22.3684083140503,13.963676416942906
B001-M03-S056,1,56,50.334862485436474,106.05323454284684,22.049589705708136,13.643148952518146
B001-M03-S057,1,57,48.66582506324647,99.5577124994379,21.6225905044689,13.203891774278894
B001-M03-S058,1,58,49.096963255864104,102.44891721027746,22.517199023836522,13.903632378860737
B001-M03-S059,1,59,50.30041806999162,105.14477293494855,22.18699981761023,13.767485372470373
B001-M03-S060,1,60,49.57341744558178,105.48164940061326,22.18720088747184,13.57971261233182
B001-M03-S061,1,61,50.18380158728036,105.13542123286574,22.651029496097962,13.774577446885854
B001-M03-S062,1,62,50.01069781463113,105.671275575376,22.262922232886083,13.749623803251644
B001-M03-S063,1,63,50.44689712614674,105.27506838016053,22.7051975317888,13.847349972262258
B001-M03-S064,1,64,50.22686452994174,104.41262411313163,21.699343150236242,13.348785804553357
B001-M03-S065,1,65,49.492272280848574,100.39548476374637,22.107331383250155,13.635068926746383
B001-M03-S066,1,66,50.65877053775393,108.39152630467532,22.24994307293822,13.614323726847076
B001-M03-S067,1,67,48.77379006298888,100.27548293456104,22.027561058070567,13.696603352686598
B001-M03-S068,1,68,49.892540281991415,102.33891022790017,22.259941205299754,13.747146243209585
B001-M03-S069,1,69,49.946269317283445,105.77807413401743,22.139649557682652,13.72310406011851
B001-M03-S070,1,70,49.1073434610848,100.88102803490898,22.192759845878186,13.655759570735366
B001-M03-S071,1,71,49.09256076212548,103.82722253854733,22.230852677759323,13.863878386220875
B001-M03-S072,1,72,49.83566386516883,101.50103892800121,22.129415108321364,13.820367312516469
B001-M03-S073,1,73,49.62527480828456,107.40025160893734,22.058772295754398,13.636099452446667
B001-M03-S074,1,74,49.17807772845511,102.86408106950454,22.15209146701951,13.628467117384693
B001-M03-S075,1,75,50.115003344846286,105.40809033509129,22.136168719625882,13.61867430725642
B001-M03-S076,1,76,50.5342338159762,108.42024309342987,22.457409015132786,13.899171814196501
B001-M03-S077,1,77,49.88746021642115,104.35953608735278,22.477574172198903,13.982635480276254
B001-M03-S078,1,78,48.67310356236139,99.95773087858883,22.416777443490872,13.912021821906613
B001-M03-S079,1,79,49.58873128841467,104.40268816593137,22.169643702281817,13.759910276549494
B001-M03-S080,1,80,49.392645265987234,99.7835261309036,21.889922606092853,13.622365835607795
B001-M03-S081,1,81,49.642459240299395,104.08455990792794,22.473565584552173,13.893316130992066
B001-M03-S082,1,82,48.80755472978972,103.60375871708918,21.78807120001368,13.707046462019795
B001-M03-S083,1,83,49.01678022467229,103.9313445181151,22.331626993875464,13.814499461810684
B001-M03-S084,1,84,49.10163785441668,104.06262989068851,22.04251834094193,13.731063112762932
B001-M03-S085,1,85,50.13604149287643,105.57335345621212,22.26310531088687,13.814752105837218
B002-M03-S001,2,1,52.69176024035856,100.83269801783725,20.3055294968415,11.052290916956531
B002-M03-S002,2,2,52.709620729370876,101.56754737531672,20.235345964983804,11.171433133078162
B002-M03-S003,2,3,52.33518412681035,97.94021648458921,19.97732247042582,11.087891354402947
B002-M03-S004,2,4,52.57459425805219,99.98545948979684,20.973332192504806,11.326802658926237
B002-M03-S005,2,5,51.79178333248837,96.80977607054119,20.823419993223272,11.191269911826549
B002-M03-S006,2,6,52.394004258763644,96.82934462463972,20.684300203401705,11.070857956428306
B002-M03-S007,2,7,53.173767921210384,101.694832909757,20.290992908706166,11.107515271643313
B002-M03-S008,2,8,52.68017852577269,100.229598075374,20.342341353414024,11.028910720062138
B002-M03-S009,2,9,52.28829297495406,97.5548158198893,20.519921117068375,10.946768361583212
B002-M03-S010,2,10,52.481113703461844,99.08169915783745,20.496700623293744,11.180501777694714
B002-M03-S011,2,11,51.78913783116018,98.50521563313521,20.11430912468884,10.828337524841983
B002-M03-S012,2,12,52.8727601950958,100.76534217622408,20.73681335345969,11.385511945899973
B002-M03-S013,2,13,52.78091003877288,101.76503114041432,20.407973983311944,10.98605618931918
B002-M03-S014,2,14,52.85094566832247,101.09660004130305,20.564596818433827,11.131554857009638
B002-M03-S015,2,15,52.97932539749304,102.19308532144073,20.551045447676128,11.101464863872705
B002-M03-S016,2,16,53.059996394470176,100.76337219157877,20.574673291345697,11.090890943774854
B002-M03-S017,2,17,52.20507615012304,100.80982069957436,20.706983581562607,11.24174917588721
B002-M03-S018,2,18,53.352509772451434,100.40818132947844,19.954697644238266,10.740434661067942
B002-M03-S019,2,19,53.11994552813084,100.78864555864345,20.53271996422234,11.07184567758618
B002-M03-S020,2,20,53.66998510163989,104.27281916554067,20.328082348744672,11.012777624872427
B002-M03-S021,2,21,52.1882055641716,99.00226365671988,20.209647710550136,11.022535219092678
B002-M03-S022,2,22,53.168830162299066,103.6676512810733,20.561662716445174,11.268223779545426
B002-M03-S023,2,23,52.61459664366642,99.19098617024348,20.56633646492475,11.02763841680533
B002-M03-S024,2,24,52.003060363977596,94.84739706747936,20.4775202499293,11.105619488264324
B002-M03-S025,2,25,53.002409952786024,100.70209562243913,20.631189565514894,11.375463166527346
B002-M03-S026,2,26,52.57839881225764,99.2255535069447,21.04859753048878,11.1285703273409
B002-M03-S027,2,27,53.16743638507657,102.08760879063898,20.775263328372,11.091284398798347
B002-M03-S028,2,28,52.02340053980016,99.97730228719801,20.370890253068602,11.16871676581987
B002-M03-S029,2,29,51.61653508714388,96.61503283924438,20.599719572187315,11.070775004084823
B002-M03-S030,2,30,52.81018083440516,99.83088129827973,20.28812948664213,11.24722602257115
B002-M03-S031,2,31,51.95737547748506,97.1976262495052,20.73767002595874,11.331788946902726
