x1,x2,x3,x4,x5
-0.18578595278264687,1.3600521338191418,-0.39248535487415287,-1.2799301597151531,a
0.19868310215099083,-0.27655260650903724,-2.781081930073488,-0.6170292007801168,a
1.4263478901107898,-1.3191224963753787,1.6446004499072482,-0.2527212464977455,a
-0.8612675391056588,-0.22689671378961795,-0.6092466538374928,1.4986568001039464,a
0.6298549519298715,0.9401547147721397,0.0437609883387257,-0.8250225124315338,a
-0.9308242080317326,-1.7441315718755495,0.5975704819845764,0.27271944751899513,a
-0.3171382217185496,-0.12094147861374067,0.4211590020267125,0.270313991208575,a
-0.3164493784837893,-0.17718994374400618,-0.3598755107592742,-0.31526829790998606,a
0.05366342757845888,0.5529920482381562,0.40307381714466595,2.162333766499196,a
1.0343691915746487,-0.5234065951287356,0.933665803353693,-0.42323995317501323,a
0.16276349897773895,-1.2550767646975407,1.515249094748202,0.4507651528000215,a
0.4221464261904967,0.5954648823946843,-1.6593114195900618,-0.255421344937756,a
0.1289985711783305,-0.4573631688588367,0.7757656276418119,-1.7945573415654135,a
-0.2947313866677715,0.1436160021004766,-0.7847630899001401,-1.1843561884900689,a
0.9614004661958454,-0.5955440585558909,-0.9930707414212682,-1.4129599810145728,a
2.368247843107696,-1.6593006468107854,1.2950389525458308,0.8289821405356917,a
-1.211022093893557,0.7951381921403503,1.0734309838114056,2.37509993348804,a
-0.37896778028688194,1.1830929619322186,0.03927861444028401,-0.4875212886542025,a
0.14070785025613294,-0.28560669325415655,0.6626284675784097,-0.03627687335474932,a
-1.2847135900213342,-0.5839197316528807,-1.3550012718036595,-0.4830780249675827,a
-0.302860685052865,-0.3890705965877388,0.4751439551726508,0.8011000091056825,a
0.8972621094203742,0.6510254108729926,1.5085253788077404,-1.4729841386215206,a
0.2700382911656445,-1.4427111357723241,-0.5188442498022229,-1.572199606523285,a
0.5635510753854127,0.5976774481267013,0.9234871189353369,-0.9809661158250599,a
0.14929634135503106,-0.9264450140312669,-0.19130411834228003,-0.4940594617176028,a
-0.06375568204568059,0.5148617071643209,1.820290755762483,-0.5088291614714056,a
1.2587477285726438,0.6832924880934501,0.26503515298936936,1.6679274381316755,a
-0.1495443704309227,0.09095277783780477,0.8309947140540546,1.4935275390292726,a
-0.11527347646648461,0.9901470562660939,-3.0070299438937957,0.44428909787914617,a
